Vehicle settings: pid_kp = 0.02600 	 pid_ki = 0.00100 	 pid_kd = 0.10000 	 integralTreshold = 1.000 	 pressure sensor offset = 0.665	 EMA_alpha = 0.40
∑8 5êV|!§ˇTime[ms],#Mission,TargetDepth[m],PistonPosition[m],PIDoutput,Pterm,Iterm,Dterm,Pressure[V],psi,unfilterDepth[m],filteredDepth[m],Battery[V],Temperature,MotionData
540.00,1,1.000000,-0.000000,0.024774,0.025618,0.000481,-0.001325,0.538664,0.966591,0.014677,0.006471,22.429616,18.421875,207,-4,2081,2048.000000,-32768,6344,-24988,131.000000
1300.00,1,1.000000,0.001726,0.026432,0.025744,0.000965,-0.000277,0.538389,0.959724,0.009849,0.007822,21.319198,18.414062,156,-72,2093,2048.000000,-32768,6458,-24796,131.000000
1614.00,1,1.000000,0.002493,0.026503,0.025618,0.001446,-0.000562,0.538664,0.966591,0.014677,0.010564,21.304548,18.414062,167,-78,2075,2048.000000,-32768,6380,-24787,131.000000
2111.00,1,1.000000,0.003708,0.026685,0.025493,0.001924,-0.000732,0.538938,0.973457,0.019505,0.014140,21.264995,18.414062,201,-37,2086,2048.000000,-32768,6421,-24773,131.000000
2649.00,1,1.000000,0.005021,0.028503,0.025744,0.002408,0.000352,0.538389,0.959724,0.009849,0.012424,21.259136,18.406250,170,6,2073,2048.000000,-32768,6500,-24751,131.000000
3112.00,1,1.000000,0.006152,0.027800,0.025493,0.002887,-0.000580,0.538938,0.973457,0.019505,0.015256,21.226907,18.398437,162,-65,2083,2048.000000,-32768,6408,-24777,131.000000
3609.00,1,1.000000,0.007366,0.029034,0.025618,0.003368,0.000047,0.538664,0.966591,0.014677,0.015024,21.240091,18.398437,190,-71,2085,2048.000000,-32768,6410,-24746,131.000000
4147.00,1,1.000000,0.008680,0.027402,0.025116,0.003839,-0.001554,0.539762,0.994058,0.033988,0.022610,21.215188,18.398437,177,-3,2084,2048.000000,-32768,6549,-24718,131.000000
4610.00,1,1.000000,0.009810,0.029542,0.025367,0.004316,-0.000141,0.539213,0.980324,0.024332,0.023299,21.209327,18.398437,166,-17,2079,2048.000000,-32768,6386,-24730,131.000000
5107.00,1,1.000000,0.011025,0.027981,0.024865,0.004783,-0.001667,0.540312,1.007792,0.043645,0.031437,21.218118,18.398437,182,-89,2083,2048.000000,-32768,6348,-24727,131.000000
5645.00,1,1.000000,0.012338,0.030162,0.025116,0.005255,-0.000209,0.539762,0.994058,0.033988,0.032458,21.204933,18.390625,192,-27,2085,2048.000000,-32768,6541,-24676,131.000000
6108.00,1,1.000000,0.013469,0.031764,0.025367,0.005731,0.000666,0.539213,0.980324,0.024332,0.029207,21.165380,18.390625,160,-13,2090,2048.000000,-32768,6473,-24685,131.000000
6606.00,1,1.000000,0.014683,0.033021,0.025618,0.006212,0.001190,0.538664,0.966591,0.014677,0.023395,21.178564,18.390625,174,-64,2087,2048.000000,-32768,6288,-24707,131.000000
7144.00,1,1.000000,0.015997,0.032502,0.025493,0.006691,0.000319,0.538938,0.973457,0.019505,0.021839,21.159521,18.382812,206,-47,2080,2048.000000,-32768,6534,-24660,131.000000
7607.00,1,1.000000,0.017127,0.033377,0.025618,0.007172,0.000587,0.538664,0.966591,0.014677,0.018974,21.162450,18.382812,156,-14,2079,2048.000000,-32768,6547,-24616,131.000000
8104.00,1,1.000000,0.018342,0.032577,0.025367,0.007648,-0.000439,0.539213,0.980324,0.024332,0.021117,21.160985,18.382812,159,-34,2086,2048.000000,-32768,6389,-24677,131.000000
8642.00,1,1.000000,0.019655,0.033752,0.025493,0.008127,0.000132,0.538938,0.973457,0.019505,0.020472,21.152196,18.367187,213,-67,2082,2048.000000,-32768,6338,-24632,131.000000
9105.00,1,1.000000,0.020786,0.032608,0.025116,0.008599,-0.001107,0.539762,0.994058,0.033988,0.025879,21.131687,18.382812,180,-26,2080,2048.000000,-32768,6587,-24596,131.000000
9602.00,1,1.000000,0.022000,0.032999,0.024991,0.009068,-0.001060,0.540037,1.000924,0.038816,0.031054,21.153661,18.375000,156,-12,2095,2048.000000,-32768,6519,-24617,131.000000
10140.00,1,1.000000,0.023314,0.032846,0.024740,0.009533,-0.001427,0.540586,1.014659,0.048472,0.038021,21.115571,18.375000,190,-77,2081,2048.000000,-32768,6242,-24621,131.000000
10603.00,1,1.000000,0.024444,0.034928,0.024991,0.010002,-0.000065,0.540037,1.000924,0.038816,0.038339,21.131687,18.367187,205,-40,2084,2048.000000,-32768,6557,-24553,131.000000
11100.00,1,1.000000,0.025659,0.031236,0.023987,0.010453,-0.003203,0.542234,1.055859,0.077439,0.053979,21.097993,18.367187,153,-11,2080,2048.000000,-32768,6495,-24554,131.000000
11638.00,1,1.000000,0.026973,0.031921,0.023736,0.010898,-0.002713,0.542784,1.069593,0.087095,0.067225,21.111177,18.367187,178,-63,2080,2048.000000,-32768,6289,-24596,131.000000
12101.00,1,1.000000,0.028103,0.032928,0.023610,0.011342,-0.002023,0.543058,1.076460,0.091923,0.077104,21.100923,18.367187,204,-50,2077,2048.000000,-32768,6486,-24546,131.000000
12598.00,1,1.000000,0.029317,0.033134,0.023359,0.011780,-0.002005,0.543608,1.090194,0.101579,0.086894,21.099458,18.359375,163,-22,2076,2048.000000,-32768,6629,-24499,131.000000
13136.00,1,1.000000,0.030631,0.029141,0.022104,0.012195,-0.005158,0.546355,1.158863,0.149858,0.112080,21.083343,18.367187,164,-42,2082,2048.000000,-32768,6295,-24537,131.000000
13599.00,1,1.000000,0.029921,0.029526,0.021602,0.012601,-0.004677,0.547453,1.186331,0.169170,0.134916,21.118501,18.359375,192,-61,2061,2048.000000,-32768,6304,-24910,131.000000
14134.00,1,1.000000,0.029526,0.028662,0.020848,0.012993,-0.005179,0.549101,1.227532,0.198137,0.160204,21.768932,18.359375,180,-30,2081,2048.000000,-32768,6614,-24645,131.000000
14596.00,1,1.000000,0.028662,0.028508,0.020221,0.013372,-0.005085,0.550475,1.261866,0.222276,0.185033,21.610719,18.351562,144,-52,2091,2048.000000,-32768,6399,-24710,131.000000
15098.00,1,1.000000,0.028508,0.023595,0.018463,0.013719,-0.008588,0.554320,1.358002,0.289867,0.226967,21.796766,18.359375,186,-50,2075,2048.000000,-32768,6305,-24683,131.000000
15633.00,1,1.000000,0.027332,0.022143,0.017208,0.014042,-0.009108,0.557067,1.426671,0.338146,0.271438,21.097993,18.351562,188,-38,2078,2048.000000,-32768,6573,-24814,131.000000
16095.00,1,1.000000,0.026204,0.022445,0.016330,0.014349,-0.008233,0.558990,1.474740,0.371941,0.311640,21.096529,18.351562,152,-40,2080,2048.000000,-32768,6485,-24806,131.000000
16597.00,1,1.000000,0.024979,0.023428,0.015702,0.014644,-0.006917,0.560363,1.509073,0.396080,0.345416,21.099458,18.343750,185,-49,2088,2048.000000,-32768,6346,-24826,131.000000
17132.00,1,1.000000,0.023673,0.021780,0.014572,0.014918,-0.007710,0.562835,1.570876,0.439532,0.383062,21.076019,18.343750,199,-43,2083,2048.000000,-32768,6527,-24780,131.000000
17594.00,1,1.000000,0.022546,0.019380,0.013191,0.015165,-0.008976,0.565856,1.646411,0.492639,0.426893,21.087738,18.343750,167,-43,2085,2048.000000,-32768,6511,-24743,131.000000
18096.00,1,1.000000,0.021321,0.020602,0.012564,0.015401,-0.007363,0.567230,1.680745,0.516778,0.462847,21.095064,18.335937,174,-52,2091,2048.000000,-32768,6424,-24772,131.000000
18631.00,1,1.000000,0.020602,0.019072,0.011434,0.015616,-0.007978,0.569702,1.742548,0.560229,0.501800,21.729379,18.335937,195,-33,2080,2048.000000,-32768,6414,-24532,131.000000
19093.00,1,1.000000,0.019602,0.017768,0.010304,0.015809,-0.008346,0.572174,1.804349,0.603680,0.542552,21.093599,18.335937,178,-35,2081,2048.000000,-32768,6561,-24709,131.000000
19595.00,1,1.000000,0.018378,0.018159,0.009551,0.015989,-0.007381,0.573822,1.845551,0.632647,0.578590,21.097993,18.335937,158,-57,2080,2048.000000,-32768,6430,-24696,131.000000
20135.00,1,1.000000,0.018159,0.015534,0.008170,0.016142,-0.008779,0.576843,1.921086,0.685754,0.621456,21.764537,18.335937,186,-39,2085,2048.000000,-32768,6391,-24481,131.000000
20591.00,1,1.000000,0.017174,0.014488,0.007041,0.016275,-0.008827,0.579315,1.982887,0.729204,0.664555,21.103853,18.328125,180,-33,2080,2048.000000,-32768,6459,-24637,131.000000
21093.00,1,1.000000,0.015949,0.016058,0.006539,0.016397,-0.006878,0.580414,2.010356,0.748517,0.698140,21.048185,18.328125,159,-50,2068,2048.000000,-32768,6437,-24634,131.000000
21628.00,1,1.000000,0.016058,0.016315,0.005911,0.016508,-0.006104,0.581788,2.044690,0.772656,0.727946,21.757213,18.328125,176,-47,2082,2048.000000,-32768,6383,-24436,131.000000
